months_as_customer,age,policy_bind_date,policy_state,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,property_damage,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,policy_deductable_cat,umbrella_limit_cat,bodily_injuries_cat,incident_hour_cat,vehicles_involved_cat,witnesses_cat,policy_csl_cat
369,55,2013-04-15,OH,1589.54,MALE,College,handlers-cleaners,camping,husband,55400,0,2015-01-27,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Arlington,,YES,85300,17060,8530,59710,Toyota,Highlander,2003,N,High,None,Major,Morning,Multi-Vehicle,No Witness,Standard
271,40,1995-12-07,IL,1251.65,FEMALE,Associate,other-service,camping,wife,71200,0,2015-02-19,Parked Car,,Minor Damage,,NY,Hillsdale,NO,NO,3080,560,280,2240,Audi,A3,2012,N,Medium,None,None,Morning,Single Vehicle,No Witness,Basic
332,47,1991-11-01,IL,1083.01,MALE,MD,craft-repair,paintball,other-relative,91900,0,2015-01-31,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Arlington,YES,,71760,11040,11040,49680,Jeep,Grand Cherokee,2010,Y,High,None,Major,Evening,Multi-Vehicle,No Witness,Basic
107,26,2014-05-19,OH,974.59,FEMALE,JD,armed-forces,skydiving,wife,62800,0,2015-01-18,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Arlington,,NO,59700,11940,11940,35820,Nissan,Ultima,2002,N,Low,None,Minor,Afternoon,Multi-Vehicle,No Witness,Basic
217,39,1992-03-15,IL,1399.85,FEMALE,Masters,other-service,skydiving,other-relative,49900,-19800,2015-01-10,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,NO,,64920,10820,10820,43280,Ford,Fusion,1997,N,High,None,None,Afternoon,Multi-Vehicle,Multiple Witnesses,Premium
243,43,2006-02-03,IN,1307.74,FEMALE,Associate,machine-op-inspct,board-games,own-child,0,-75700,2015-01-28,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Riverwood,,NO,37530,4170,4170,29190,Jeep,Wrangler,2008,N,Low,None,None,Morning,Multi-Vehicle,Single Witness,Premium
296,42,2003-03-16,IN,1219.27,MALE,Associate,tech-support,paintball,husband,53100,-63400,2015-02-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,YES,NO,64080,7120,7120,49840,Saab,93,2012,N,High,None,Minor,Morning,Multi-Vehicle,Multiple Witnesses,Standard
264,41,2002-10-16,OH,1411.3,MALE,PhD,prof-specialty,cross-fit,unmarried,55600,0,2015-02-08,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Northbrook,NO,,60390,10980,5490,43920,BMW,M5,2004,Y,Low,None,Minor,Early Morning,Single Vehicle,No Witness,Basic
108,33,1990-01-27,IL,694.45,FEMALE,JD,armed-forces,exercise,not-in-family,0,0,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,,YES,64350,5850,11700,46800,Nissan,Pathfinder,2011,Y,High,None,None,Morning,Multi-Vehicle,Single Witness,Basic
32,38,2010-03-11,IL,1006.77,FEMALE,College,other-service,sleeping,own-child,0,0,2015-02-06,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,YES,YES,70900,14180,7090,49630,BMW,X6,1997,N,Low,Unknown,Major,Afternoon,Multi-Vehicle,Single Witness,Basic
259,39,1995-09-19,OH,1422.36,FEMALE,JD,craft-repair,movies,unmarried,0,-83900,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,PA,Columbus,NO,,46560,7760,7760,31040,Nissan,Ultima,2012,N,Medium,None,Minor,Afternoon,Multi-Vehicle,Multiple Witnesses,Standard
186,33,2010-02-27,IN,1348.32,FEMALE,Associate,craft-repair,cross-fit,wife,37600,-37600,2015-01-14,Vehicle Theft,,Trivial Damage,Police,NY,Arlington,NO,,4730,860,860,3010,Chevrolet,Malibu,2013,Y,Medium,None,Major,Early Morning,Single Vehicle,Single Witness,Basic
201,40,1991-12-28,OH,1315.56,FEMALE,PhD,transport-moving,video-games,not-in-family,0,0,2015-02-18,Vehicle Theft,,Minor Damage,Police,SC,Northbrook,YES,YES,6820,1240,1240,4340,Jeep,Grand Cherokee,2003,N,High,None,None,Afternoon,Single Vehicle,No Witness,Standard
436,58,2002-04-30,OH,1407.01,MALE,PhD,tech-support,sleeping,other-relative,47400,-27600,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Riverwood,,,59900,11980,5990,41930,BMW,X5,1997,Y,High,Unknown,None,Morning,Single Vehicle,Multiple Witnesses,Standard
189,36,2007-04-28,OH,1388.58,FEMALE,MD,priv-house-serv,basketball,own-child,0,-49400,2015-02-13,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Riverwood,,YES,79560,13260,13260,53040,Ford,Escape,2009,N,High,None,Minor,Afternoon,Multi-Vehicle,Multiple Witnesses,Standard
105,33,1996-07-08,IL,1310.76,FEMALE,High School,adm-clerical,kayaking,not-in-family,0,-40900,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Northbrook,YES,,70290,12780,6390,51120,Accura,MDX,2008,N,Low,None,None,Morning,Single Vehicle,Single Witness,Premium
163,31,2002-04-01,IN,1004.63,MALE,JD,priv-house-serv,hiking,not-in-family,26900,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Hillsdale,YES,NO,63910,5810,11620,46480,Suburu,Forrestor,1999,N,Medium,Unknown,Major,Afternoon,Multi-Vehicle,No Witness,Basic
219,40,2006-10-29,OH,1134.91,FEMALE,Associate,transport-moving,golf,not-in-family,68700,0,2015-01-29,Vehicle Theft,,Trivial Damage,,SC,Riverwood,,NO,6400,640,640,5120,Toyota,Camry,1997,N,Low,None,Minor,Morning,Single Vehicle,No Witness,Basic
88,25,2007-10-25,IN,1194.0,FEMALE,JD,handlers-cleaners,movies,husband,0,0,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbrook,YES,YES,66780,7420,7420,51940,Ford,Escape,2013,Y,Medium,None,Minor,Morning,Single Vehicle,Multiple Witnesses,Standard
40,39,2001-03-28,IN,1248.25,FEMALE,College,sales,hiking,own-child,0,-33300,2015-02-01,Parked Car,,Minor Damage,Police,VA,Northbrook,NO,,8760,1460,1460,5840,BMW,3 Series,2013,N,Medium,Unknown,None,Morning,Single Vehicle,Multiple Witnesses,Premium
284,42,1995-05-04,OH,1338.54,MALE,Associate,machine-op-inspct,kayaking,wife,0,0,2015-01-29,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Arlington,YES,,94160,8560,17120,68480,Chevrolet,Malibu,1996,N,Low,Unknown,None,Afternoon,Single Vehicle,Single Witness,Basic
59,40,2011-09-28,IL,782.23,MALE,College,protective-serv,golf,other-relative,64200,-32300,2015-02-06,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Springfield,,NO,51570,5730,11460,34380,BMW,X5,2010,N,High,None,None,Early Morning,Multi-Vehicle,Multiple Witnesses,Standard
39,31,2003-01-28,IL,1366.9,FEMALE,High School,handlers-cleaners,polo,husband,0,-15700,2015-01-28,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Northbend,,NO,52700,10540,10540,31620,BMW,X6,2014,Y,High,None,Minor,Afternoon,Multi-Vehicle,No Witness,Standard
147,34,2011-02-01,IL,1275.81,MALE,High School,sales,dancing,wife,0,-48300,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Columbus,YES,,101010,15540,15540,69930,Mercedes,ML350,1998,N,Medium,None,Major,Afternoon,Single Vehicle,Multiple Witnesses,Premium
156,37,1993-02-09,IN,1090.65,MALE,High School,exec-managerial,golf,unmarried,0,-51800,2015-01-16,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Columbus,,YES,53400,5340,5340,42720,Honda,Civic,2010,Y,Low,None,Minor,Afternoon,Multi-Vehicle,Multiple Witnesses,Standard
123,31,2005-08-05,IN,1326.0,FEMALE,Associate,prof-specialty,basketball,wife,0,-54600,2015-02-17,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,,NO,72120,12020,12020,48080,Mercedes,ML350,2009,N,Low,None,Minor,Afternoon,Single Vehicle,Multiple Witnesses,Standard
231,43,2006-06-17,IL,972.47,MALE,College,protective-serv,reading,wife,0,-58100,2015-02-01,Multi-vehicle Collision,Front Collision,Minor Damage,Police,PA,Hillsdale,YES,YES,77100,7710,15420,53970,Audi,A3,2010,N,High,None,Major,Afternoon,Multi-Vehicle,Multiple Witnesses,Standard
247,39,1993-12-07,IL,806.31,FEMALE,College,handlers-cleaners,dancing,wife,0,0,2015-02-25,Parked Car,,Trivial Damage,Police,SC,Northbend,,,3300,600,0,2700,Dodge,RAM,2003,N,Low,None,Major,Early Morning,Single Vehicle,Multiple Witnesses,Basic
194,35,2012-03-14,IL,1416.24,FEMALE,MD,adm-clerical,golf,not-in-family,0,0,2015-02-26,Parked Car,,Minor Damage,,WV,Northbend,YES,,5940,1080,540,4320,Nissan,Pathfinder,2003,N,Low,None,Minor,Morning,Single Vehicle,No Witness,Premium
119,27,1997-08-05,IN,1097.64,MALE,High School,transport-moving,video-games,other-relative,27100,0,2015-02-06,Multi-vehicle Collision,Rear Collision,Major Damage,Other,PA,Northbend,NO,,63720,7080,21240,35400,Accura,TL,2006,N,High,None,Minor,Afternoon,Two Vehicles,No Witness,Standard
259,43,2009-07-05,IL,947.75,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0,-39300,2015-02-03,Vehicle Theft,,Trivial Damage,Police,SC,Riverwood,NO,NO,7680,1280,640,5760,Audi,A5,2008,N,Low,None,Minor,Afternoon,Single Vehicle,Multiple Witnesses,Basic
107,31,1994-11-25,IL,1018.73,MALE,Associate,handlers-cleaners,yachting,own-child,20000,-82700,2015-01-27,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,YES,,93730,14420,21630,57680,Honda,CRV,2001,N,High,Unknown,Minor,Evening,Multi-Vehicle,Multiple Witnesses,Basic
48,44,1997-02-03,IL,1400.74,MALE,College,sales,base-jumping,other-relative,34000,-55600,2015-01-21,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,YES,,87300,17460,17460,52380,Jeep,Wrangler,2013,N,High,None,None,Evening,Multi-Vehicle,Multiple Witnesses,Basic
267,40,2009-10-09,IL,1155.53,MALE,JD,transport-moving,camping,wife,0,-35200,2015-01-24,Parked Car,,Trivial Damage,Police,NY,Columbus,,NO,5670,1260,630,3780,Ford,F150,1997,N,Low,Unknown,None,Early Morning,Single Vehicle,Multiple Witnesses,Standard
286,47,2002-11-20,IN,1386.93,MALE,High School,priv-house-serv,bungie-jumping,husband,54100,-77600,2015-01-17,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,YES,NO,65800,13160,6580,46060,Accura,TL,2001,N,Low,None,None,Afternoon,Multi-Vehicle,No Witness,Standard
175,34,1995-05-29,OH,915.29,FEMALE,JD,handlers-cleaners,base-jumping,wife,82400,-57100,2015-02-23,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Arlington,,YES,36720,4080,4080,28560,Honda,Accord,2009,Y,Low,None,Major,Afternoon,Single Vehicle,Single Witness,Basic
111,29,2011-01-22,IL,1239.55,FEMALE,PhD,farming-fishing,kayaking,own-child,0,0,2015-01-09,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Riverwood,,YES,52800,4800,9600,38400,Mercedes,ML350,1996,Y,Low,Extended,Minor,Early Morning,Single Vehicle,Single Witness,Standard
151,37,2012-10-18,IN,1366.42,FEMALE,Associate,protective-serv,cross-fit,unmarried,44000,0,2015-02-15,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,NO,YES,59100,5910,5910,47280,Nissan,Maxima,1998,Y,Low,None,Minor,Afternoon,Multi-Vehicle,Multiple Witnesses,Standard
156,37,1991-10-13,OH,1086.48,MALE,Associate,machine-op-inspct,hiking,unmarried,0,-53800,2015-01-16,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbrook,,YES,77440,14080,7040,56320,Suburu,Legacy,1999,N,Medium,Unknown,Minor,Afternoon,Multi-Vehicle,Single Witness,Premium
165,36,2010-10-01,IL,1247.87,MALE,Masters,armed-forces,golf,husband,0,-39700,2015-01-14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,NO,NO,45700,4570,4570,36560,BMW,3 Series,2008,N,High,None,Major,Evening,Multi-Vehicle,Multiple Witnesses,Standard
253,41,2013-04-10,OH,1312.75,FEMALE,PhD,sales,dancing,other-relative,81300,0,2015-01-01,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,NO,YES,80740,7340,14680,58720,Toyota,Camry,2014,Y,High,None,Major,Morning,Multi-Vehicle,Multiple Witnesses,Basic
10,26,2008-06-11,IN,765.64,MALE,MD,sales,base-jumping,not-in-family,0,-22200,2015-02-16,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Northbrook,,,31350,2850,5700,22800,Honda,Accord,2001,Y,High,None,None,Early Morning,Multi-Vehicle,Multiple Witnesses,Basic
158,33,2013-12-04,OH,1327.41,FEMALE,Associate,handlers-cleaners,skydiving,other-relative,0,-38600,2015-01-04,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Hillsdale,,,35000,3500,7000,24500,Suburu,Legacy,2012,N,High,None,None,Early Morning,Single Vehicle,No Witness,Basic
436,59,2010-08-21,OH,1338.55,MALE,PhD,protective-serv,board-games,own-child,39000,0,2015-01-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Hillsdale,,NO,68000,13600,6800,47600,Toyota,Corolla,2014,N,Medium,None,Major,Morning,Multi-Vehicle,Multiple Witnesses,Premium
91,30,2010-06-18,IL,1316.63,FEMALE,Masters,machine-op-inspct,golf,unmarried,43900,0,2015-01-08,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,YES,,84500,13000,13000,58500,BMW,X6,2009,N,High,Unknown,Major,Afternoon,Multi-Vehicle,No Witness,Standard
256,42,1992-04-10,IL,1286.44,FEMALE,MD,transport-moving,bungie-jumping,wife,0,-39500,2015-01-22,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Northbend,NO,,75500,7550,15100,52850,Nissan,Ultima,1998,N,Medium,None,Major,Afternoon,Single Vehicle,Single Witness,Premium
274,46,1997-02-03,OH,1372.18,MALE,High School,exec-managerial,bungie-jumping,not-in-family,0,0,2015-01-13,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Riverwood,NO,,90600,15100,15100,60400,BMW,X5,2009,N,Medium,None,Minor,Evening,Multi-Vehicle,Multiple Witnesses,Premium
275,45,1991-12-06,IN,1447.77,FEMALE,Associate,adm-clerical,camping,wife,39400,-63900,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Northbend,YES,,64320,5360,10720,48240,Accura,MDX,1998,N,High,None,Minor,Morning,Multi-Vehicle,Single Witness,Premium
1,33,1995-09-19,IL,903.32,FEMALE,High School,transport-moving,yachting,not-in-family,0,0,2015-01-19,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,,,31700,6340,3170,22190,Toyota,Highlander,2006,N,Low,None,Minor,Early Morning,Multi-Vehicle,No Witness,Standard
85,30,1993-10-29,IN,1454.42,MALE,Associate,protective-serv,reading,other-relative,51600,-73900,2015-01-31,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Springfield,YES,YES,74280,12380,12380,49520,Suburu,Forrestor,2006,Y,Medium,None,None,Evening,Single Vehicle,Single Witness,Premium
233,37,1991-11-03,IL,1603.42,FEMALE,High School,sales,video-games,wife,61600,-30200,2015-02-06,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,YES,YES,80520,13420,6710,60390,Toyota,Corolla,2005,N,High,None,None,Afternoon,Single Vehicle,Multiple Witnesses,Basic
142,30,2002-07-09,IN,1616.58,MALE,JD,adm-clerical,polo,husband,58500,-46800,2015-02-04,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Hillsdale,YES,YES,63600,6360,12720,44520,Dodge,RAM,2010,N,High,None,None,Afternoon,Multi-Vehicle,Multiple Witnesses,Standard
266,44,1999-12-07,IL,1611.83,MALE,High School,handlers-cleaners,movies,husband,0,0,2015-01-02,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Riverwood,,YES,32800,3280,3280,26240,BMW,3 Series,2012,N,Low,None,Minor,Early Morning,Single Vehicle,Multiple Witnesses,Standard
350,50,2005-07-01,OH,889.13,FEMALE,Masters,priv-house-serv,board-games,other-relative,0,0,2015-02-26,Multi-vehicle Collision,Rear Collision,Total Loss,Police,PA,Northbend,NO,NO,44190,9820,4910,29460,Audi,A3,2015,N,Low,None,None,Afternoon,Multi-Vehicle,Multiple Witnesses,Premium
97,26,1991-11-04,IL,1252.08,MALE,College,exec-managerial,sleeping,not-in-family,0,0,2015-02-08,Multi-vehicle Collision,Rear Collision,Major Damage,Other,VA,Springfield,YES,NO,50400,10080,5040,35280,Honda,CRV,2000,Y,Medium,None,Major,Early Morning,Two Vehicles,Multiple Witnesses,Standard
399,55,1993-04-14,IL,995.56,MALE,JD,tech-support,sleeping,not-in-family,0,-65400,2015-02-07,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Northbend,YES,YES,88400,17680,8840,61880,Nissan,Pathfinder,2010,N,High,None,Minor,Evening,Multi-Vehicle,Single Witness,Premium
305,49,2009-08-23,IL,1347.92,FEMALE,High School,farming-fishing,bungie-jumping,own-child,0,-42100,2015-02-17,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Hillsdale,YES,,66550,12100,6050,48400,Volkswagen,Jetta,2003,N,High,None,None,Evening,Multi-Vehicle,Multiple Witnesses,Basic
276,47,1993-06-18,IN,1724.09,MALE,PhD,craft-repair,yachting,own-child,0,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,YES,,65780,5980,11960,47840,Chevrolet,Tahoe,2014,N,Medium,None,None,Evening,Multi-Vehicle,No Witness,Basic
257,40,2012-07-17,IN,1379.93,MALE,MD,armed-forces,base-jumping,husband,0,0,2015-02-01,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,,YES,51810,9420,4710,37680,Audi,A3,2002,Y,Low,None,None,Morning,Multi-Vehicle,Multiple Witnesses,Standard
78,31,1999-01-25,IN,1554.64,MALE,PhD,protective-serv,board-games,own-child,0,-27900,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Springfield,NO,NO,55660,5060,10120,40480,Honda,CRV,2009,Y,Medium,Unknown,Minor,Evening,Single Vehicle,No Witness,Standard
129,28,1990-02-23,OH,1377.94,MALE,Masters,machine-op-inspct,base-jumping,not-in-family,0,0,2015-02-21,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,,,44640,9920,4960,29760,Toyota,Camry,2005,N,Medium,None,Major,Evening,Single Vehicle,Multiple Witnesses,Premium
283,46,2000-08-30,IL,1313.33,FEMALE,PhD,transport-moving,reading,husband,53500,-73600,2015-01-09,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,,NO,77660,7060,14120,56480,Nissan,Maxima,2004,Y,High,None,Minor,Early Morning,Multi-Vehicle,Multiple Witnesses,Premium
85,25,2008-09-03,IN,1259.02,FEMALE,JD,tech-support,base-jumping,unmarried,67000,-53600,2015-02-16,Parked Car,,Trivial Damage,,SC,Northbend,NO,,5640,940,940,3760,Nissan,Ultima,2005,N,Low,None,Major,Morning,Single Vehicle,Multiple Witnesses,Standard
101,26,1991-08-02,IL,1371.88,FEMALE,MD,prof-specialty,reading,husband,0,0,2015-02-04,Parked Car,,Trivial Damage,,VA,Arlington,,,3190,580,580,2030,Suburu,Legacy,1995,N,Medium,None,Major,Early Morning,Single Vehicle,Multiple Witnesses,Premium
96,30,2001-09-25,OH,1399.27,MALE,College,prof-specialty,hiking,wife,38900,-48700,2015-02-24,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Arlington,,YES,53440,0,6680,46760,Ford,Escape,2004,N,Low,Unknown,None,Evening,Single Vehicle,No Witness,Basic
121,31,2007-03-11,IL,1061.98,FEMALE,JD,armed-forces,camping,unmarried,0,0,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,NO,YES,65250,7250,7250,50750,BMW,3 Series,2002,N,Medium,Unknown,None,Afternoon,Single Vehicle,Single Witness,Premium
176,39,2010-11-20,OH,1365.46,MALE,College,armed-forces,sleeping,unmarried,0,-56600,2015-02-05,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Columbus,NO,NO,44280,4920,4920,34440,Chevrolet,Silverado,2008,N,Low,Unknown,Major,Afternoon,Multi-Vehicle,Single Witness,Standard
159,37,1998-08-28,IL,894.4,MALE,Associate,tech-support,camping,wife,0,-53700,2015-01-07,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Springfield,YES,NO,70290,7810,7810,54670,Dodge,RAM,1999,N,Medium,None,Major,Afternoon,Single Vehicle,No Witness,Premium
120,30,2002-07-16,IN,956.69,FEMALE,Associate,priv-house-serv,movies,husband,39600,-64300,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Hillsdale,,YES,87100,8710,8710,69680,Saab,92x,2000,N,Low,None,Minor,Evening,Single Vehicle,Single Witness,Standard
212,35,1990-04-29,IN,1123.89,MALE,MD,priv-house-serv,video-games,unmarried,35400,-49200,2015-01-21,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,,,50380,4580,4580,41220,Suburu,Forrestor,1996,N,High,None,Minor,Early Morning,Multi-Vehicle,Multiple Witnesses,Premium
290,45,1998-02-01,IL,1085.03,FEMALE,JD,sales,cross-fit,wife,0,-61000,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Arlington,YES,NO,64800,12960,6480,45360,Audi,A3,2014,Y,Low,None,Major,Evening,Multi-Vehicle,Multiple Witnesses,Basic
299,42,2008-07-20,OH,1437.33,FEMALE,Associate,craft-repair,movies,wife,25000,0,2015-02-24,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Columbus,YES,NO,70400,12800,12800,44800,BMW,3 Series,2000,N,High,None,Minor,Afternoon,Single Vehicle,Multiple Witnesses,Basic
66,26,1998-11-13,IL,988.29,MALE,College,armed-forces,skydiving,own-child,0,0,2015-02-02,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Northbend,,YES,57860,0,10520,47340,Suburu,Impreza,2008,Y,Medium,None,Major,Morning,Single Vehicle,Multiple Witnesses,Standard
334,47,2001-05-24,IL,1238.89,MALE,Masters,protective-serv,sleeping,other-relative,0,0,2015-01-31,Vehicle Theft,,Minor Damage,,WV,Northbend,,NO,6240,960,960,4320,Ford,Fusion,2011,N,Low,None,None,Early Morning,Single Vehicle,Multiple Witnesses,Premium
216,38,2014-06-03,IN,1384.64,FEMALE,Associate,tech-support,board-games,unmarried,0,0,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Columbus,,NO,66600,16650,11100,38850,Jeep,Grand Cherokee,2012,Y,Medium,Unknown,Major,Afternoon,Single Vehicle,Multiple Witnesses,Basic
86,28,1991-08-22,IN,1595.07,MALE,PhD,transport-moving,hiking,unmarried,75800,0,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,YES,YES,70920,11820,11820,47280,Jeep,Wrangler,2002,N,High,None,None,Evening,Single Vehicle,Multiple Witnesses,Basic
